SK_ID_CURR,actual_TARGET,predicted_probability,risk_score,risk_tier,recommended_action,finsense_alert
110143,1,0.91199315,91.2,red,Pre-default risk. Immediate branch escalation recommended.,True
129203,1,0.91202927,91.2,red,Pre-default risk. Immediate branch escalation recommended.,True
142179,0,0.9118007,91.18,red,Pre-default risk. Immediate branch escalation recommended.,True
394079,1,0.91174835,91.17,red,Pre-default risk. Immediate branch escalation recommended.,True
393730,1,0.91173714,91.17,red,Pre-default risk. Immediate branch escalation recommended.,True
265376,0,0.9114717,91.15,red,Pre-default risk. Immediate branch escalation recommended.,True
311247,0,0.9115126,91.15,red,Pre-default risk. Immediate branch escalation recommended.,True
109117,0,0.9114178,91.14,red,Pre-default risk. Immediate branch escalation recommended.,True
295857,1,0.9113947,91.14,red,Pre-default risk. Immediate branch escalation recommended.,True
260194,1,0.9113952,91.14,red,Pre-default risk. Immediate branch escalation recommended.,True
144477,0,0.9111068,91.11,red,Pre-default risk. Immediate branch escalation recommended.,True
207415,0,0.91109824,91.11,red,Pre-default risk. Immediate branch escalation recommended.,True
431601,1,0.9105795,91.06,red,Pre-default risk. Immediate branch escalation recommended.,True
450476,1,0.91064674,91.06,red,Pre-default risk. Immediate branch escalation recommended.,True
445816,0,0.91051733,91.05,red,Pre-default risk. Immediate branch escalation recommended.,True
267119,1,0.9104361,91.04,red,Pre-default risk. Immediate branch escalation recommended.,True
226102,1,0.91028285,91.03,red,Pre-default risk. Immediate branch escalation recommended.,True
269465,1,0.9101126,91.01,red,Pre-default risk. Immediate branch escalation recommended.,True
384112,1,0.90983224,90.98,red,Pre-default risk. Immediate branch escalation recommended.,True
274913,0,0.90967816,90.97,red,Pre-default risk. Immediate branch escalation recommended.,True
255008,0,0.9097321,90.97,red,Pre-default risk. Immediate branch escalation recommended.,True
252067,1,0.9093672,90.94,red,Pre-default risk. Immediate branch escalation recommended.,True
140020,1,0.909307,90.93,red,Pre-default risk. Immediate branch escalation recommended.,True
125322,1,0.90931183,90.93,red,Pre-default risk. Immediate branch escalation recommended.,True
306714,1,0.9090962,90.91,red,Pre-default risk. Immediate branch escalation recommended.,True
104396,0,0.9090955,90.91,red,Pre-default risk. Immediate branch escalation recommended.,True
239650,0,0.9089656,90.9,red,Pre-default risk. Immediate branch escalation recommended.,True
396279,1,0.90876114,90.88,red,Pre-default risk. Immediate branch escalation recommended.,True
143299,1,0.90872353,90.87,red,Pre-default risk. Immediate branch escalation recommended.,True
355457,0,0.9085643,90.86,red,Pre-default risk. Immediate branch escalation recommended.,True
289911,1,0.9086191,90.86,red,Pre-default risk. Immediate branch escalation recommended.,True
105006,1,0.908522,90.85,red,Pre-default risk. Immediate branch escalation recommended.,True
242826,0,0.9084113,90.84,red,Pre-default risk. Immediate branch escalation recommended.,True
270501,1,0.9083089,90.83,red,Pre-default risk. Immediate branch escalation recommended.,True
112137,0,0.9082086,90.82,red,Pre-default risk. Immediate branch escalation recommended.,True
433004,0,0.9082274,90.82,red,Pre-default risk. Immediate branch escalation recommended.,True
347601,0,0.90797395,90.8,red,Pre-default risk. Immediate branch escalation recommended.,True
406073,1,0.9080178,90.8,red,Pre-default risk. Immediate branch escalation recommended.,True
440980,0,0.90798175,90.8,red,Pre-default risk. Immediate branch escalation recommended.,True
359264,0,0.90804994,90.8,red,Pre-default risk. Immediate branch escalation recommended.,True
177638,1,0.9078659,90.79,red,Pre-default risk. Immediate branch escalation recommended.,True
365865,0,0.9078597,90.79,red,Pre-default risk. Immediate branch escalation recommended.,True
326545,0,0.90788454,90.79,red,Pre-default risk. Immediate branch escalation recommended.,True
239187,1,0.90790784,90.79,red,Pre-default risk. Immediate branch escalation recommended.,True
446834,1,0.90789396,90.79,red,Pre-default risk. Immediate branch escalation recommended.,True
386967,0,0.9077989,90.78,red,Pre-default risk. Immediate branch escalation recommended.,True
444768,0,0.9077966,90.78,red,Pre-default risk. Immediate branch escalation recommended.,True
265681,0,0.9078165,90.78,red,Pre-default risk. Immediate branch escalation recommended.,True
427453,1,0.90753466,90.75,red,Pre-default risk. Immediate branch escalation recommended.,True
163459,0,0.90740716,90.74,red,Pre-default risk. Immediate branch escalation recommended.,True
156212,1,0.9073258,90.73,red,Pre-default risk. Immediate branch escalation recommended.,True
132335,1,0.9073228,90.73,red,Pre-default risk. Immediate branch escalation recommended.,True
211240,0,0.9071833,90.72,red,Pre-default risk. Immediate branch escalation recommended.,True
190135,0,0.90703213,90.7,red,Pre-default risk. Immediate branch escalation recommended.,True
122418,1,0.9066906,90.67,red,Pre-default risk. Immediate branch escalation recommended.,True
267990,1,0.9065635,90.66,red,Pre-default risk. Immediate branch escalation recommended.,True
181212,0,0.90661347,90.66,red,Pre-default risk. Immediate branch escalation recommended.,True
429128,0,0.90652746,90.65,red,Pre-default risk. Immediate branch escalation recommended.,True
264080,0,0.90638465,90.64,red,Pre-default risk. Immediate branch escalation recommended.,True
408559,0,0.9064477,90.64,red,Pre-default risk. Immediate branch escalation recommended.,True
310202,0,0.9062869,90.63,red,Pre-default risk. Immediate branch escalation recommended.,True
161406,0,0.906157,90.62,red,Pre-default risk. Immediate branch escalation recommended.,True
334322,1,0.9059509,90.6,red,Pre-default risk. Immediate branch escalation recommended.,True
269349,0,0.9058803,90.59,red,Pre-default risk. Immediate branch escalation recommended.,True
189484,1,0.9057684,90.58,red,Pre-default risk. Immediate branch escalation recommended.,True
246223,1,0.90579724,90.58,red,Pre-default risk. Immediate branch escalation recommended.,True
361619,0,0.90579236,90.58,red,Pre-default risk. Immediate branch escalation recommended.,True
257597,0,0.90584224,90.58,red,Pre-default risk. Immediate branch escalation recommended.,True
218396,0,0.9055608,90.56,red,Pre-default risk. Immediate branch escalation recommended.,True
213624,1,0.9056176,90.56,red,Pre-default risk. Immediate branch escalation recommended.,True
362203,1,0.90551084,90.55,red,Pre-default risk. Immediate branch escalation recommended.,True
151771,1,0.9055,90.55,red,Pre-default risk. Immediate branch escalation recommended.,True
221459,0,0.905443,90.54,red,Pre-default risk. Immediate branch escalation recommended.,True
279515,0,0.90541095,90.54,red,Pre-default risk. Immediate branch escalation recommended.,True
131450,1,0.90520966,90.52,red,Pre-default risk. Immediate branch escalation recommended.,True
177930,1,0.90512764,90.51,red,Pre-default risk. Immediate branch escalation recommended.,True
382855,0,0.9051165,90.51,red,Pre-default risk. Immediate branch escalation recommended.,True
256995,1,0.90465575,90.47,red,Pre-default risk. Immediate branch escalation recommended.,True
381305,1,0.9047234,90.47,red,Pre-default risk. Immediate branch escalation recommended.,True
407400,0,0.90428025,90.43,red,Pre-default risk. Immediate branch escalation recommended.,True
331086,0,0.90420663,90.42,red,Pre-default risk. Immediate branch escalation recommended.,True
315063,1,0.90408677,90.41,red,Pre-default risk. Immediate branch escalation recommended.,True
295370,1,0.9040785,90.41,red,Pre-default risk. Immediate branch escalation recommended.,True
296086,0,0.9038517,90.39,red,Pre-default risk. Immediate branch escalation recommended.,True
442439,1,0.9038903,90.39,red,Pre-default risk. Immediate branch escalation recommended.,True
398583,0,0.9038712,90.39,red,Pre-default risk. Immediate branch escalation recommended.,True
247876,0,0.90384024,90.38,red,Pre-default risk. Immediate branch escalation recommended.,True
180032,1,0.9037887,90.38,red,Pre-default risk. Immediate branch escalation recommended.,True
100532,0,0.90381706,90.38,red,Pre-default risk. Immediate branch escalation recommended.,True
321933,0,0.90381634,90.38,red,Pre-default risk. Immediate branch escalation recommended.,True
320522,0,0.90366966,90.37,red,Pre-default risk. Immediate branch escalation recommended.,True
455201,1,0.90374887,90.37,red,Pre-default risk. Immediate branch escalation recommended.,True
257313,0,0.9037411,90.37,red,Pre-default risk. Immediate branch escalation recommended.,True
334518,1,0.9035946,90.36,red,Pre-default risk. Immediate branch escalation recommended.,True
335680,0,0.9035536,90.36,red,Pre-default risk. Immediate branch escalation recommended.,True
145437,1,0.9033622,90.34,red,Pre-default risk. Immediate branch escalation recommended.,True
257535,1,0.90338635,90.34,red,Pre-default risk. Immediate branch escalation recommended.,True
381451,1,0.9031896,90.32,red,Pre-default risk. Immediate branch escalation recommended.,True
131738,1,0.9031861,90.32,red,Pre-default risk. Immediate branch escalation recommended.,True
285821,1,0.9031653,90.32,red,Pre-default risk. Immediate branch escalation recommended.,True
401851,0,0.90305674,90.31,red,Pre-default risk. Immediate branch escalation recommended.,True
386598,0,0.9030767,90.31,red,Pre-default risk. Immediate branch escalation recommended.,True
256778,0,0.9029686,90.3,red,Pre-default risk. Immediate branch escalation recommended.,True
285546,1,0.90276134,90.28,red,Pre-default risk. Immediate branch escalation recommended.,True
111656,1,0.90275395,90.28,red,Pre-default risk. Immediate branch escalation recommended.,True
350597,1,0.90267056,90.27,red,Pre-default risk. Immediate branch escalation recommended.,True
260542,0,0.90262824,90.26,red,Pre-default risk. Immediate branch escalation recommended.,True
404315,1,0.9026463,90.26,red,Pre-default risk. Immediate branch escalation recommended.,True
190279,0,0.9024994,90.25,red,Pre-default risk. Immediate branch escalation recommended.,True
344920,0,0.90254945,90.25,red,Pre-default risk. Immediate branch escalation recommended.,True
422471,0,0.902502,90.25,red,Pre-default risk. Immediate branch escalation recommended.,True
284489,0,0.9023501,90.24,red,Pre-default risk. Immediate branch escalation recommended.,True
347294,0,0.9023519,90.24,red,Pre-default risk. Immediate branch escalation recommended.,True
282047,0,0.9022103,90.22,red,Pre-default risk. Immediate branch escalation recommended.,True
189216,0,0.9021996,90.22,red,Pre-default risk. Immediate branch escalation recommended.,True
266992,0,0.90221244,90.22,red,Pre-default risk. Immediate branch escalation recommended.,True
120232,0,0.90207285,90.21,red,Pre-default risk. Immediate branch escalation recommended.,True
254594,1,0.9020832,90.21,red,Pre-default risk. Immediate branch escalation recommended.,True
352160,0,0.9019806,90.2,red,Pre-default risk. Immediate branch escalation recommended.,True
214504,1,0.90191376,90.19,red,Pre-default risk. Immediate branch escalation recommended.,True
397766,1,0.9018831,90.19,red,Pre-default risk. Immediate branch escalation recommended.,True
120812,0,0.9018845,90.19,red,Pre-default risk. Immediate branch escalation recommended.,True
347582,1,0.90179133,90.18,red,Pre-default risk. Immediate branch escalation recommended.,True
299916,1,0.90177125,90.18,red,Pre-default risk. Immediate branch escalation recommended.,True
125234,0,0.9017125,90.17,red,Pre-default risk. Immediate branch escalation recommended.,True
346047,0,0.90159076,90.16,red,Pre-default risk. Immediate branch escalation recommended.,True
364935,1,0.90149504,90.15,red,Pre-default risk. Immediate branch escalation recommended.,True
120715,1,0.9014236,90.14,red,Pre-default risk. Immediate branch escalation recommended.,True
323238,0,0.90140826,90.14,red,Pre-default risk. Immediate branch escalation recommended.,True
226267,0,0.9013751,90.14,red,Pre-default risk. Immediate branch escalation recommended.,True
163125,0,0.90135884,90.14,red,Pre-default risk. Immediate branch escalation recommended.,True
313621,1,0.9013233,90.13,red,Pre-default risk. Immediate branch escalation recommended.,True
156913,0,0.9012483,90.12,red,Pre-default risk. Immediate branch escalation recommended.,True
353838,1,0.9011374,90.11,red,Pre-default risk. Immediate branch escalation recommended.,True
372475,1,0.9009973,90.1,red,Pre-default risk. Immediate branch escalation recommended.,True
384918,1,0.9008609,90.09,red,Pre-default risk. Immediate branch escalation recommended.,True
220975,1,0.9008935,90.09,red,Pre-default risk. Immediate branch escalation recommended.,True
417658,0,0.90092033,90.09,red,Pre-default risk. Immediate branch escalation recommended.,True
189017,0,0.90091586,90.09,red,Pre-default risk. Immediate branch escalation recommended.,True
445122,0,0.9008787,90.09,red,Pre-default risk. Immediate branch escalation recommended.,True
447007,1,0.90084535,90.08,red,Pre-default risk. Immediate branch escalation recommended.,True
217051,1,0.90056616,90.06,red,Pre-default risk. Immediate branch escalation recommended.,True
289444,1,0.9005029,90.05,red,Pre-default risk. Immediate branch escalation recommended.,True
